This list contains all games supported by FinalBurn Neo.

6907 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| 88games	|  	| '88 Games						| 		| 1988	| Konami	| GX861		| 					| 861m01.k18| src/burn/drv/konami/d_88games.cpp|
| mgcrystlo	|  	| Magical Crystals (World, 91/12/10)			| mgcrystl	| 1991	| Kaneko	| Kaneko16	| 					| mc100h00.u18| src/burn/drv/pst90s/d_kaneko16.cpp|
| mgcrystl	|  	| Magical Crystals (World, 92/01/10)			| 		| 1991	| Kaneko	| Kaneko16	| 					| mc100e02.u18| src/burn/drv/pst90s/d_kaneko16.cpp|
| magdrop	|  	| Magical Drop (Japan, Version 1.1, 1995.06.21)		| chainrec	| 1995	| Data East	| Simple 156	| 					| re00-2.e1| src/burn/drv/dataeast/d_simpl156.cpp|
| magdrop2	|  	| Magical Drop II					| 		| 1996	| Data East Corp| Neo Geo MVS	| 					| 221-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| magdrop3	|  	| Magical Drop III					| 		| 1997	| Data East Corp| Neo Geo MVS	| 					| 233-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| magdrop3bh	|  	| Magical Drop III (Secret Character Hack)		| magdrop3	| 1997	| hack		| Neo Geo MVS	| 					| 233-p1bh.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| magdropp	|  	| Magical Drop Plus 1 (Japan, Version 2.1, 1995.09.12)	| chainrec	| 1995	| Data East	| Simple 156	| 					| rz00-1.e1| src/burn/drv/dataeast/d_simpl156.cpp|
| magerror	|  	| Magical Error wo Sagase				| 		| 1994	| Technosoft / J| Miscellaneous	| 					| 24.u24| src/burn/drv/pst90s/d_hyprduel.cpp|
| maglordh	|  	| Magician Lord (NGH-005)				| maglord	| 1990	| Alpha Denshi C| Neo Geo MVS	| 					| 005-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| maglord	|  	| Magician Lord (NGM-005)				| 		| 1990	| Alpha Denshi C| Neo Geo MVS	| 					| 005-pg1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| magix		|  	| Magix / Rock						| 		| 1995	| Yun Sung	| Miscellaneous	| 					| yunsung8.07| src/burn/drv/pst90s/d_yunsung8.cpp|
| magixb	|  	| Magix / Rock (no copyright message)			| magix		| 1995	| Yun Sung	| Miscellaneous	| 					| 8.bin| src/burn/drv/pst90s/d_yunsung8.cpp|
| akiss		|  	| Mahjong Angel Kiss (ver 1.0)				| 		| 1995	| Jaleco	| MegaSystem 32	| 					| mb93166_ver1.0-26.26| src/burn/drv/pst90s/d_ms32.cpp|
| mjgtaste	|  	| Mahjong G-Taste					| 		| 2002	| Psikyo	| PS5V2		| 					| 1.u22| src/burn/drv/psikyo/d_psikyosh.cpp|
| mgakuen	|  	| Mahjong Gakuen					| 		| 1988	| Yuga		| Miscellaneous	| 					| mg-1.1j| src/burn/drv/pre90s/d_mitchell.cpp|
| mgakuen2	|  	| Mahjong Gakuen 2 Gakuen-chou no Fukushuu		| 		| 1989	| Face		| Miscellaneous	| 					| mg2-xf.1j| src/burn/drv/pre90s/d_mitchell.cpp|
| hotgmcki	|  	| Mahjong Hot Gimmick Integral (Japan)			| 		| 2001	| Psikyo	| PS4		| 					| 2.u22| src/burn/drv/psikyo/d_psikyo4.cpp|
| hypreact	|  	| Mahjong Hyper Reaction (Japan)			| 		| 1995	| Sammy		| SSV		| 					| s14-1-02.u2| src/burn/drv/pst90s/d_ssv.cpp|
| hypreac2	|  	| Mahjong Hyper Reaction 2 (Japan)			| 		| 1997	| Sammy		| SSV		| 					| u2.bin| src/burn/drv/pst90s/d_ssv.cpp|
| mahretsu	|  	| Mahjong Kyo Retsuden (NGM-004)(NGH-004)		| 		| 1990	| SNK		| Neo Geo MVS	| 					| 004-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| mjkjidai	|  	| Mahjong Kyou Jidai (Japan)				| 		| 1986	| Sanritsu	| Miscellaneous	| 					| mkj-00.14g| src/burn/drv/pre90s/d_mjkjidai.cpp|
| mjnquest	|  	| Mahjong Quest (Japan)					| 		| 1990	| Taito Corporat| Taito F2	| 					| c77-09| src/burn/drv/taito/d_taitof2.cpp|
| mjnquestb	|  	| Mahjong Quest (No Nudity)				| mjnquest	| 1990	| Taito Corporat| Taito F2	| 					| c77-09a| src/burn/drv/taito/d_taitof2.cpp|
| mahoudai	|  	| Mahou Daisakusen (Japan)				| sstriker	| 1993	| Raizing	| Toaplan GP9001| 					| ra_ma_01_01.u65| src/burn/drv/toaplan/d_mahoudai.cpp|
| mainsnk	|  	| Main Event (1984)					| 		| 1984	| SNK		| Miscellaneous	| 					| snk.p01| src/burn/drv/pre90s/d_mainsnk.cpp|
| mstadium	|  	| Main Stadium (Japan ver. 4)				| bottom9	| 1989	| Konami	| GX891		| 					| 891-403.k17| src/burn/drv/konami/d_bottom9.cpp|
| majest12j	|  	| Majestic Twelve - The Space Invaders Part IV (Japan)	| ssi		| 1990	| Taito Corporat| Taito F2	| 					| c64-07.10| src/burn/drv/taito/d_taitof2.cpp|
| majest12u	|  	| Majestic Twelve - The Space Invaders Part IV (US)	| ssi		| 1990	| Taito America | Taito F2	| 					| c64_12.ic9| src/burn/drv/taito/d_taitof2.cpp|
| mhavocp	|  	| Major Havoc (prototype)				| mhavoc	| 1983	| Atari		| Miscellaneous	| 					| 136025.010| src/burn/drv/pre90s/d_mhavoc.cpp|
| mhavoc2	|  	| Major Havoc (rev 2)					| mhavoc	| 1983	| Atari		| Miscellaneous	| 					| 136025.110| src/burn/drv/pre90s/d_mhavoc.cpp|
| mhavoc	|  	| Major Havoc (rev 3)					| 		| 1983	| Atari		| Miscellaneous	| 					| 136025.210| src/burn/drv/pre90s/d_mhavoc.cpp|
| mhavocrv	|  	| Major Havoc - Return to Vax				| mhavoc	| 2006	| hack (JMA)	| Miscellaneous	| 					| 136025.210| src/burn/drv/pre90s/d_mhavoc.cpp|
| mjleague	|  	| Major League						| 		| 1985	| Sega		| System 16A	| 					| epr-7404.9b| src/burn/drv/sega/d_sys16a.cpp|
| majtitlej	|  	| Major Title (Japan)					| majtitle	| 1990	| Irem		| Irem M84	| 					| mt_h0.bin| src/burn/drv/irem/d_m72.cpp|
| majtitle	|  	| Major Title (World)					| 		| 1990	| Irem		| Irem M84	| 					| mt_h0-a.bin| src/burn/drv/irem/d_m72.cpp|
| majtitl2j	|  	| Major Title 2 (Japan)					| majtitl2	| 1992	| Irem		| Irem M92	| 					| mt2-h0| src/burn/drv/irem/d_m92.cpp|
| majtitl2	|  	| Major Title 2 (World)					| 		| 1992	| Irem		| Irem M92	| 					| mt2-h0-b.5m| src/burn/drv/irem/d_m92.cpp|
| majtitl2a	|  	| Major Title 2 (World, set 1, alt sound CPU)		| majtitl2	| 1992	| Irem		| Irem M92	| 					| mt2-h0-.5m| src/burn/drv/irem/d_m92.cpp|
| majtitl2b	|  	| Major Title 2 (World, set 2)				| majtitl2	| 1992	| Irem		| Irem M92	| 					| mt2-h0-e.ic34| src/burn/drv/irem/d_m92.cpp|
| majuu		|  	| Majuu no Ohkoku					| devilw	| 1987	| Konami	| GX687		| 					| 687_s05.6n| src/burn/drv/konami/d_twin16.cpp|
| makaiden	|  	| Makai Densetsu (Japan)				| lomakai	| 1988	| Jaleco	| Mega System 1	| 					| makaiden.3a| src/burn/drv/pre90s/d_megasys1.cpp|
| makaimurc	|  	| Makai-Mura (Japan revision C)				| gng		| 1985	| Capcom	| Miscellaneous	| 					| mj04c.bin| src/burn/drv/pre90s/d_gng.cpp|
| makaimurg	|  	| Makai-Mura (Japan revision G)				| gng		| 1985	| Capcom	| Miscellaneous	| 					| mj04g.bin| src/burn/drv/pre90s/d_gng.cpp|
| makaimur	|  	| Makai-Mura (Japan)					| gng		| 1985	| Capcom	| Miscellaneous	| 					| 10n.rom| src/burn/drv/pre90s/d_gng.cpp|
| maketrax	|  	| Make Trax (set 1)					| crush		| 1981	| [Kural] (Willi| Pac-man	| 					| maketrax.6e| src/burn/drv/pre90s/d_pacman.cpp|
| maketrxb	|  	| Make Trax (set 2)					| crush		| 1981	| [Kural] (Willi| Pac-man	| 					| maketrax.6e| src/burn/drv/pre90s/d_pacman.cpp|
| makyosen	|  	| Makyou Senshi (Japan)					| gondo		| 1987	| Data East Corp| DEC8		| 					| ds00.f3| src/burn/drv/dataeast/d_dec8.cpp|
| mangchi	|  	| Mang-Chi						| 		| 2000	| Afega		| NMK16		| 					| afega9.u112| src/burn/drv/pst90s/d_nmk16.cpp|
| cmanhat	|  	| Manhattan (DECO Cassette) (Japan)			| 		| 1981	| Data East Corp| Cassette Syste| 					| manhattan.pro| src/burn/drv/dataeast/d_decocass.cpp|
| manhatan	|  	| Manhattan 24 Bunsyo (Japan)				| jailbrek	| 1986	| Konami	| GX507		| 					| 507n03.11d| src/burn/drv/konami/d_jailbrek.cpp|
| maniach	|  	| Mania Challenge (set 1)				| 		| 1986	| Technos Japan | Miscellaneous	| 					| mc-mb2.bin| src/burn/drv/pre90s/d_matmania.cpp|
| maniach2	|  	| Mania Challenge (set 2)				| maniach	| 1986	| Technos Japan | Miscellaneous	| 					| ic40-mb1| src/burn/drv/pre90s/d_matmania.cpp|
| maniacsqa	|  	| Maniac Square (protected, Version 1.0, Checksum CF2D)	| maniacsq	| 1996	| Gaelco	| Miscellaneous	| 					| ms_u_45.u45| src/burn/drv/pst90s/d_gaelco2.cpp|
| maniacsq	|  	| Maniac Square (protected, Version 1.0, Checksum DEEE)	| 		| 1996	| Gaelco	| Miscellaneous	| 					| tms27c010a.msu45| src/burn/drv/pst90s/d_gaelco2.cpp|
| maniacsp	|  	| Maniac Square (prototype)				| maniacsq	| 1996	| Gaelco	| Miscellaneous	| 					| d18| src/burn/drv/pst90s/d_gaelco.cpp|
| maniacsqu	|  	| Maniac Square (unprotected, Version 1.0, Checksum BB73)| maniacsq	| 1996	| Gaelco	| Miscellaneous	| 					| d8-d15.1m| src/burn/drv/pst90s/d_gaelco2.cpp|
| manybloc	|  	| Many Block						| 		| 1991	| Bee-Oh	| NMK16		| 					| 1-u33.bin| src/burn/drv/pst90s/d_nmk16.cpp|
| mappyj	|  	| Mappy (Japan)						| mappy		| 1983	| Namco		| Miscellaneous	| 					| mp1_3.1d| src/burn/drv/pre90s/d_mappy.cpp|
| mappy		|  	| Mappy (US)						| 		| 1983	| Namco		| Miscellaneous	| 					| mpx_3.1d| src/burn/drv/pre90s/d_mappy.cpp|
| mmaze		|  	| Marchen Maze (Japan)					| 		| 1988	| Namco		| System 1	| Error on first boot is normal		| mm_snd-0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| mmaze2	|  	| Marchen Maze (Japan, hack?)				| mmaze		| 1988	| Namco		| System 1	| Error on first boot is normal		| mm_snd-0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| marineb	|  	| Marine Boy						| 		| 1982	| Orca		| Miscellaneous	| 					| marineb.1| src/burn/drv/pre90s/d_marineb.cpp|
| mariner	|  	| Mariner						| 		| 1981	| Armenip	| Galaxian	| 					| tp1.2h| src/burn/drv/galaxian/d_galaxian.cpp|
| marioj	|  	| Mario Bros. (Japan)					| mario		| 1983	| Nintendo	| Miscellaneous	| 					| tma1c-a1.7f| src/burn/drv/pre90s/d_mario.cpp|
| marioe	|  	| Mario Bros. (US, Revision E)				| mario		| 1983	| Nintendo of Am| Miscellaneous	| 					| tma1-c-7f_e-1.7f| src/burn/drv/pre90s/d_mario.cpp|
| mariof	|  	| Mario Bros. (US, Revision F)				| mario		| 1983	| Nintendo of Am| Miscellaneous	| 					| tma1-c-7f_f.7f| src/burn/drv/pre90s/d_mario.cpp|
| mario		|  	| Mario Bros. (US, Revision G)				| 		| 1983	| Nintendo of Am| Miscellaneous	| 					| tma1-c-7f_g.7f| src/burn/drv/pre90s/d_mario.cpp|
| markham	|  	| Markham						| 		| 1983	| Sun Electronic| Miscellaneous	| 					| tv3.9| src/burn/drv/pre90s/d_markham.cpp|
| mars		|  	| Mars							| 		| 1981	| Artic		| Galaxian	| 					| u26.3| src/burn/drv/galaxian/d_galaxian.cpp|
| mmatrixa	|  	| Mars Matrix (000412 Asia)				| mmatrix	| 2000	| Takumi (Capcom| CPS2		| 					| mmxa.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrixj	|  	| Mars Matrix (000412 Japan)				| mmatrix	| 2000	| Takumi (Capcom| CPS2		| 					| mmxj.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrixd	|  	| Mars Matrix (000412 USA Phoenix Edition)		| mmatrix	| 2000	| bootleg	| CPS2		| 					| mmxud.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrix	|  	| Mars Matrix (000412 USA)				| 		| 2000	| Takumi (Capcom| CPS2		| 					| mmxu.03| src/burn/drv/capcom/d_cps2.cpp|
| mtlchampa	|  	| Martial Champion (ver AAA)				| mtlchamp	| 1993	| Konami	| GX234		| 					| 234aaa01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| mtlchamp1	|  	| Martial Champion (ver EAA)				| mtlchamp	| 1993	| Konami	| GX234		| 					| 234eaa01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| mtlchamp	|  	| Martial Champion (ver EAB)				| 		| 1993	| Konami	| GX234		| 					| 234eab01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| mtlchampj	|  	| Martial Champion (ver JAA)				| mtlchamp	| 1993	| Konami	| GX234		| 					| 234jaa01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| mtlchampu1	|  	| Martial Champion (ver UAD)				| mtlchamp	| 1993	| Konami	| GX234		| 					| 234uad01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| mtlchampu	|  	| Martial Champion (ver UAE)				| mtlchamp	| 1993	| Konami	| GX234		| 					| 234uae01.20f| src/burn/drv/konami/d_mystwarr.cpp|
| martmast102c	|  	| Martial Masters (V102, 101, 101, China)		| martmast	| 2001	| IGS		| PolyGameMaster| 					| mm_v102_u9.u9| src/burn/drv/pgm/d_pgm.cpp|
| martmast103c	|  	| Martial Masters (V103, 102, 101, China)		| martmast	| 2001	| IGS		| PolyGameMaster| 					| v103_32m.u9| src/burn/drv/pgm/d_pgm.cpp|
| martmast104c	|  	| Martial Masters (V104, 102, 101, China)		| martmast	| 2001	| IGS		| PolyGameMaster| 					| v104_32m.u9| src/burn/drv/pgm/d_pgm.cpp|
| martmast	|  	| Martial Masters (V104, 102, 102, USA)			| 		| 2001	| IGS		| PolyGameMaster| 					| v104_32m.u9| src/burn/drv/pgm/d_pgm.cpp|
| marmatcp	|  	| Martial Masters - Community Patch (Hack)		| martmast	| 20??	| Hack		| PolyGameMaster| 					| v104_32m_cp.u9| src/burn/drv/pgm/d_pgm.cpp|
| marmatsc	|  	| Martial Masters - Secret Characters (Hack)		| martmast	| 2017	| Hack		| PolyGameMaster| 					| v104_32m_sc.u9| src/burn/drv/pgm/d_pgm.cpp|
| marvlandj	|  	| Marvel Land (Japan)					| marvland	| 1989	| Namco		| System 2	| 					| mv1-mpr0.bin| src/burn/drv/pst90s/d_namcos2.cpp|
| marvland	|  	| Marvel Land (US)					| 		| 1989	| Namco		| System 2	| Bad music - use the Japan version	| mv2_mpr0| src/burn/drv/pst90s/d_namcos2.cpp|
| msha		|  	| Marvel Super Heroes (951024 Asia)			| msh		| 1995	| Capcom	| CPS2		| 					| msha.03e| src/burn/drv/capcom/d_cps2.cpp|
| mshbr1	|  	| Marvel Super Heroes (951024 Brazil)			| msh		| 1995	| Capcom	| CPS2		| 					| mshb.03b| src/burn/drv/capcom/d_cps2.cpp|
| msh		|  	| Marvel Super Heroes (951024 Euro)			| 		| 1995	| Capcom	| CPS2		| 					| mshe.03e| src/burn/drv/capcom/d_cps2.cpp|
| mshjr1	|  	| Marvel Super Heroes (951024 Japan)			| msh		| 1995	| Capcom	| CPS2		| 					| mshj.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshud		|  	| Marvel Super Heroes (951024 USA Phoenix Edition)	| msh		| 1995	| bootleg	| CPS2		| 					| mshud.03| src/burn/drv/capcom/d_cps2.cpp|
| mshu		|  	| Marvel Super Heroes (951024 USA)			| msh		| 1995	| Capcom	| CPS2		| 					| mshu.03| src/burn/drv/capcom/d_cps2.cpp|
| mshb		|  	| Marvel Super Heroes (951117 Brazil)			| msh		| 1995	| Capcom	| CPS2		| 					| mshb.03c| src/burn/drv/capcom/d_cps2.cpp|
| mshh		|  	| Marvel Super Heroes (951117 Hispanic)			| msh		| 1995	| Capcom	| CPS2		| 					| mshh.03c| src/burn/drv/capcom/d_cps2.cpp|
| mshj		|  	| Marvel Super Heroes (951117 Japan)			| msh		| 1995	| Capcom	| CPS2		| 					| mshj.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfa1	|  	| Marvel Super Heroes vs Street Fighter (970620 Asia)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsa.03| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfa	|  	| Marvel Super Heroes vs Street Fighter (970625 Asia)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsa.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfb1	|  	| Marvel Super Heroes vs Street Fighter (970625 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsb.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsf	|  	| Marvel Super Heroes vs Street Fighter (970625 Euro)	| 		| 1997	| Capcom	| CPS2		| 					| mvse.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfh	|  	| Marvel Super Heroes vs Street Fighter (970625 Hispanic)| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsh.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj2	|  	| Marvel Super Heroes vs Street Fighter (970625 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu1d	|  	| Marvel Super Heroes vs Street Fighter (970625 USA Phoenix Edition)| mshvsf| 1997	| bootleg	| CPS2		| 					| mvsu_d.03d| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu1	|  	| Marvel Super Heroes vs Street Fighter (970625 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsu.03d| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj1	|  	| Marvel Super Heroes vs Street Fighter (970702 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03h| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj	|  	| Marvel Super Heroes vs Street Fighter (970707 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03i| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfb	|  	| Marvel Super Heroes vs Street Fighter (970827 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsb.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu	|  	| Marvel Super Heroes vs Street Fighter (970827 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsu.03g| src/burn/drv/capcom/d_cps2.cpp|
| mvscur1	|  	| Marvel vs Capcom - clash of super heroes (971222 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcu.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscar1	|  	| Marvel vs Capcom - clash of super heroes (980112 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvca.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Euro)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvce.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscjr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Japan)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcj.03| src/burn/drv/capcom/d_cps2.cpp|
| mvsca		|  	| Marvel vs Capcom - clash of super heroes (980123 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvca.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvscb		|  	| Marvel vs Capcom - clash of super heroes (980123 Brazil)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcb.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvsc		|  	| Marvel vs Capcom - clash of super heroes (980123 Euro)| 		| 1998	| Capcom	| CPS2		| 					| mvce.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvsch		|  	| Marvel vs Capcom - clash of super heroes (980123 Hispanic)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvch.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscj		|  	| Marvel vs Capcom - clash of super heroes (980123 Japan)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcj.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvscjsing	|  	| Marvel vs Capcom - clash of super heroes (980123 Japan, single PCB)| mvsc	| 1998	| Capcom	| CPS2		| 					| mvc_ja.simm1| src/burn/drv/capcom/d_cps2.cpp|
| mvscud	|  	| Marvel vs Capcom - clash of super heroes (980123 USA Phoenix Edition)| mvsc	| 1998	| bootleg	| CPS2		| 					| mvcud.03d| src/burn/drv/capcom/d_cps2.cpp|
| mvscu		|  	| Marvel vs Capcom - clash of super heroes (980123 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcu.03d| src/burn/drv/capcom/d_cps2.cpp|
| marvins	|  	| Marvin's Maze						| 		| 1983	| SNK		| Miscellaneous	| 					| pa1| src/burn/drv/pre90s/d_snk.cpp|
| masao		|  	| Masao							| mario		| 1983	| bootleg	| Miscellaneous	| 					| masao-4.rom| src/burn/drv/pre90s/d_mario.cpp|
| kamenrid	|  	| Masked Riders Club Battle Race			| 		| 1993	| Banpresto / To| Seta		| 					| fj001003.25| src/burn/drv/pst90s/d_seta.cpp|
| mastboyo	|  	| Master Boy (1987, Z80 hardware, Covielsa, set 1)	| 		| 1987	| Gaelco (Coviel| Miscellaneous	| 					| mastboy_27256.ic14| src/burn/drv/pre90s/d_mastboyo.cpp|
| mastboyoa	|  	| Master Boy (1987, Z80 hardware, Covielsa, set 2)	| mastboyo	| 1987	| Gaelco (Coviel| Miscellaneous	| 					| masterboy-1987-27128-ic14.bin| src/burn/drv/pre90s/d_mastboyo.cpp|
| mastboyob	|  	| Master Boy (1987, Z80 hardware, Ichi-Funtel)		| mastboyo	| 1987	| Gaelco (Ichi-F| Miscellaneous	| 					| mb_p1.ic14| src/burn/drv/pre90s/d_mastboyo.cpp|
| masterwj	|  	| Master of Weapon (Japan)				| masterw	| 1989	| Taito Corporat| Taito B System| Imperfect graphics			| b72_06.33| src/burn/drv/taito/d_taitob.cpp|
| masterwu	|  	| Master of Weapon (US)					| masterw	| 1989	| Taito America | Taito B System| Imperfect graphics			| b72_06.33| src/burn/drv/taito/d_taitob.cpp|
| masterw	|  	| Master of Weapon (World)				| 		| 1989	| Taito Corporat| Taito B System| Imperfect graphics			| b72_06.33| src/burn/drv/taito/d_taitob.cpp|
| matmania	|  	| Mat Mania						| 		| 1985	| Technos Japan | Miscellaneous	| 					| k0-03| src/burn/drv/pre90s/d_matmania.cpp|
| matchit	|  	| Match It						| 		| 1989	| Tamtex	| Miscellaneous	| 					| 2.11d| src/burn/drv/pre90s/d_shisen.cpp|
| matchit2	|  	| Match It II						| 		| 1993	| Tamtex	| Irem M90	| 					| sis2-h0-b.ic77| src/burn/drv/irem/d_m90.cpp|
| chf_mthquiz1	|  	| Math Quiz 1						| 		| 1976	| Fairchild	| Channel F	| 					| mthquiz1.bin| src/burn/drv/channelf/d_channelf.cpp|
| chf_mthquiz2	|  	| Math Quiz 2						| 		| 1977	| Fairchild	| Channel F	| 					| mthquiz2.bin| src/burn/drv/channelf/d_channelf.cpp|
| matrimbl	|  	| Matrimelee / Shin Gouketsuji Ichizoku Toukon (bootleg)| matrim	| 2002	| bootleg	| Neo Geo MVS	| 					| 266-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| matrimbh	|  	| Matrimelee / Shin Gouketsuji Ichizoku Toukon (Enable Hidden Characters V2)| matrim| 2002| Creamymami[EGC| Neo Geo MVS	| 					| 266-p1bh.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| matrim	|  	| Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660) (NGH-2660)| 	| 2002	| Noise Factory | Neo Geo MVS	| 					| 266-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| maxrpm	|  	| Max RPM (ver 2)					| 		| 1986	| Bally Midway	| MCR3		| 					| pro.0| src/burn/drv/pre90s/d_mcr3.cpp|
| mayday	|  	| Mayday (set 1)					| 		| 1980	| Hoei		| 6809 System	| 					| ic03-3.bin| src/burn/drv/pre90s/d_williams.cpp|
| maydaya	|  	| Mayday (set 2)					| mayday	| 1980	| Hoei		| 6809 System	| 					| mayday.c| src/burn/drv/pre90s/d_williams.cpp|
| maydayb	|  	| Mayday (set 3)					| mayday	| 1980	| Hoei		| 6809 System	| 					| ic03-3.bin| src/burn/drv/pre90s/d_williams.cpp|
| chf_maze	|  	| Maze / Jailbreak / Blind-man's-bluff / Trailblazer	| 		| 1977	| Fairchild	| Channel F	| 					| maze.bin| src/burn/drv/channelf/d_channelf.cpp|
| chf_mazea	|  	| Maze / Jailbreak / Blind-man's-bluff / Trailblazer (Alt)| chf_maze	| 1977	| Fairchild	| Channel F	| 					| mazealt.bin| src/burn/drv/channelf/d_channelf.cpp|
| mofflott	|  	| Maze of Flott (Japan)					| 		| 1989	| Taito Corporat| Taito Misc	| 					| c17-09.bin| src/burn/drv/taito/d_asuka.cpp|
| mazingerj	|  	| Mazinger Z (Japan, ver. 94/06/27)			| mazinger	| 1994	| Banpresto / Dy| Cave		| 					| mzp-0.u24| src/burn/drv/cave/d_mazinger.cpp|
| mazinger	|  	| Mazinger Z (World, ver. 94/06/27)			| 		| 1994	| Banpresto / Dy| Cave		| 					| mzp-0.u24| src/burn/drv/cave/d_mazinger.cpp|
| mechattj	|  	| Mechanized Attack (Japan)				| mechatt	| 1989	| SNK		| Miscellaneous	| Music occasionally breaks w/savestates| ma5j.n12| src/burn/drv/pre90s/d_bbusters.cpp|
| mechattu	|  	| Mechanized Attack (US)				| mechatt	| 1989	| SNK		| Miscellaneous	| Music occasionally breaks w/savestates| ma5u.n12| src/burn/drv/pre90s/d_bbusters.cpp|
| mechattu1	|  	| Mechanized Attack (US, Version 1, Single Player)	| mechatt	| 1989	| SNK		| Miscellaneous	| Music occasionally breaks w/savestates| ma_ver1_5u.n12| src/burn/drv/pre90s/d_bbusters.cpp|
| mechatt	|  	| Mechanized Attack (World)				| 		| 1989	| SNK		| Miscellaneous	| Music occasionally breaks w/savestates| ma5-e.n12| src/burn/drv/pre90s/d_bbusters.cpp|
| megablstj	|  	| Mega Blast (Japan)					| megablst	| 1989	| Taito Corporat| Taito F2	| 					| c11-07.55| src/burn/drv/taito/d_taitof2.cpp|
| megablstu	|  	| Mega Blast (US)					| megablst	| 1989	| Taito America | Taito F2	| 					| c11-07.55| src/burn/drv/taito/d_taitof2.cpp|
| megablst	|  	| Mega Blast (World)					| 		| 1989	| Taito Corporat| Taito F2	| 					| c11-07.55| src/burn/drv/taito/d_taitof2.cpp|
| megaforcu	|  	| Mega Force (US)					| starforc	| 1985	| Tehkan (Video | Miscellaneous	| 					| mf3.3p| src/burn/drv/pre90s/d_senjyo.cpp|
